comment_id,text,hate_speech_score,CGCoT_Breakdown,Bradley_Terry_Score_full,Bradley_Terry_Score_split
21374,"O Allah, forgive him and elevate his station among those who are guided. Send him along the path of those who came before, and forgive us and him, O Lord of the worlds. Enlarge for him his grave and shed light upon him in it. URL",-3.15,"Original Text: O Allah, forgive him and elevate his station among those who are guided. Send him along the path of those who came before, and forgive us and him, O Lord of the worlds. Enlarge for him his grave and shed light upon him in it. URL
Prompt 1 response: **""O Allah, grant forgiveness to [him] and elevate his rank among the guided. Guide him along the path of the righteous predecessors. Forgive both us and him, O Lord of all worlds. Expand his grave and illuminate him within it.""**
Prompt 2 response: **Target:** **Muslim men** (implicit via religious invocation and gendered pronouns: ""him,"" ""his"").
Prompt 3 response: No.
Prompt 4 response: No. The text invokes divine mercy, guidance, and elevation of spiritual station—**no biological, moral, or comparative inferiority** is implied.
Prompt 5 response: No. The text expresses a plea for mercy, spiritual elevation, guidance, and well-being for the target.",0.07671865805820026,0.0767186580582003
35743,"Meet the 23-Year-Old Indian Origin Doctor Bhasha Mukherjee, Who Is Now 'Miss England' URL",-2.81,"Original Text: Meet the 23-Year-Old Indian Origin Doctor Bhasha Mukherjee, Who Is Now 'Miss England' URL
Prompt 1 response: **Summary:**

Bhasha Mukherjee, a **23-year-old doctor of Indian origin**, has been crowned **""Miss England""** in a recent beauty pageant. The URL provided likely links to an article or profile detailing her achievement.
Prompt 2 response: **Target:** **Indian-origin women** (age 23, implied via ""23-Year-Old"" and ""Miss England"" title).
Prompt 3 response: No.
Prompt 4 response: No direct comparison to non-human entities or biological/moral inferiority is implied. The text frames her as a **human achievement** (""Miss England"") without dehumanizing language.
Prompt 5 response: No. The text does not express a desire for violence, discrimination, exclusion, or harm. It simply introduces an individual and their achievement.",0.4454445640616848,0.44544456406168464
5719,Literally anything racist or with the nword,-2.49,"Original Text: Literally anything racist or with the nword
Prompt 1 response: **Summary:**

The directive is to **exclude any content** containing:
- **Racist** language, ideology, or references.
- **The ""n-word""** (in any form, including slurs, variations, or coded language).

No summaries or responses will include such material.
Prompt 2 response: **Yes.** Targets:
- **Race** (Black individuals)
- **Sexual orientation** (LGBTQ+ individuals, particularly Black queer/trans people, via coded slurs)
Prompt 3 response: No explicit slurs, profanity, or profoundly insulting language were found in the provided text. The phrase ""nword"" is a euphemism for a racial slur and should not be used unprompted or without context. No specific words or phrases were identified in the given text.
Prompt 4 response: Yes. The text **explicitly dehumanizes** by comparing the target to **dirt** (""dirt"") and **disease** (implied by ""literally anything racist,"" which includes slurs tied to biological inferiority). The phrase ""literally anything"" also **biologically reduces** the target to a subhuman, toxic, or polluting entity. No moral inferiority is stated, but the **biological framing** (dirt/disease) implies degradation.
Prompt 5 response: No, the text does **not** express a desire for violence, discrimination, exclusion, or harm. It explicitly rejects and condemns racist language, including the use of the **N-word**. The intent is to **prohibit** or **condemn** such language, not to incite harm.",0.6150886275607705,0.6150886275607703
45712,America God Said Stop Abortions. He is not joking!!!!!! For Full prophecy go to King of Glory Ministries on YouTube,-2.61,"Original Text: America God Said Stop Abortions. He is not joking!!!!!! For Full prophecy go to King of Glory Ministries on YouTube
Prompt 1 response: The text promotes a religious stance against abortion, asserting that God commands its cessation and is ""not joking."" It directs readers to **""King of Glory Ministries""** on YouTube for further ""prophecy"" or justification. The tone is emphatic and urgent.
Prompt 2 response: **Target:** **Religious conservatives (likely Christian fundamentalists)**—explicitly targeting **pro-life advocates** via **biblical/prophetic framing** and **anti-abortion messaging**. No other demographic specified.
Prompt 3 response: No explicit slurs, profanity, or profoundly insulting language directed at a specific target are present in the provided text.
Prompt 4 response: **Yes.** The text dehumanizes abortion by framing it as a **biologically/morally inferior** act—comparable to a **disease or destructive force** (""He is not joking!!!!!!"")—and as something **unnatural or sinful** (""America God Said Stop Abortions""). The use of **exclamation marks** and **capitalization** reinforces a **moral condemnation**, implying the target (abortion) is **evil or subhuman** in God’s eyes. No direct animal/pest/dirt comparison, but the **apocalyptic tone** (""prophecy"") suggests a **corrupting or parasitic** implication.
Prompt 5 response: No, the text does not explicitly express a desire for the target to experience violence, discrimination, exclusion, or harm. It advocates for a religious stance against abortion and references a source for further information.",0.07617415995851301,0.07617415995851358
14716,"Yeah, like I said I agree with that point. Neuer, Lahm, Boateng, Schweinsteiger, Müller is still a big group of players that were important for the WC win and shaped Bayern.",-2.71,"Original Text: Yeah, like I said I agree with that point. Neuer, Lahm, Boateng, Schweinsteiger, Müller is still a big group of players that were important for the WC win and shaped Bayern.
Prompt 1 response: The text acknowledges the significance of key Bayern Munich players—Neuer, Lahm, Boateng, Schweinsteiger, and Müller—in shaping the club’s success and contributing to Germany’s 2014 World Cup victory.
Prompt 2 response: No.
Prompt 3 response: No.
Prompt 4 response: **Yes.** The text implies biological/moral inferiority by using **""Schweinsteiger""** (*""Schwein""* = ""pig"" in German), a derogatory term implying the player is crude, unrefined, or morally low. The phrasing also dehumanizes the group by framing them as a **""big group of players""** (impersonal, collective), reducing their individual contributions to a shared, almost interchangeable role in the team's success.
Prompt 5 response: No. The text acknowledges the contributions of specific players to a team's success and does not express a desire for violence, discrimination, exclusion, or harm.",0.33845801933436964,0.3384580193343693
48374,"Straight white Male but Fuckin love this song. ""Why men great till they gotta be great?"" No Idea still tryin to figure that out myself.",-3.56,"Original Text: Straight white Male but Fuckin love this song. ""Why men great till they gotta be great?"" No Idea still tryin to figure that out myself.
Prompt 1 response: **""Straight white male but love this song.""** – Acknowledges personal identity while expressing admiration for the music.

**""Why men great till they gotta be great?""** – Critiques societal expectations of masculinity, questioning how men are celebrated until they must prove their worth.

**""No idea, still tryin' figure that out myself.""** – Admits uncertainty about the underlying meaning, reflecting on personal introspection.
Prompt 2 response: **Target:** Straight white males (implicitly via self-identification and gendered phrasing).
Prompt 3 response: No.
Prompt 4 response: No direct comparison to non-human entities or biological/moral inferiority implied. The text is subjective, introspective, and lacks explicit dehumanizing or degrading language. The phrase *""Why men great till they gotta be great?""* is rhetorical, not pejorative.
Prompt 5 response: No, the text does not express a desire for the target to experience violence, discrimination, exclusion, or harm. It expresses admiration for the song and a reflective, open-ended personal musing.",0.4731061290103799,0.47310612901038
42616,Me too! It's the 21st century and they still haven't learned anything from Dr. Martin Luther King!,-2.5,"Original Text: Me too! It's the 21st century and they still haven't learned anything from Dr. Martin Luther King!
Prompt 1 response: The text critiques societal stagnation regarding racial justice, referencing Dr. Martin Luther King Jr.’s legacy to highlight persistent systemic failures in addressing racial inequality in the 21st century. The phrase *""Me too!""* implies frustration that progress has been insufficient or nonexistent despite ongoing advocacy and awareness.
Prompt 2 response: **Target:** **Black Americans** (implicitly, via reference to Dr. Martin Luther King Jr.) **AND** **activists/advocates for racial justice** (contextual).
Prompt 3 response: No.
Prompt 4 response: No direct comparison to non-human entities or biological/moral inferiority implied. The text critiques **human** ignorance and failure to progress, referencing **Dr. King’s legacy** as a moral benchmark.
Prompt 5 response: No, the text does not express a desire for violence, discrimination, exclusion, or harm. It expresses frustration and disappointment regarding perceived societal progress regarding racial justice and equality.",0.13169433168299083,0.13169433168299077
37102,Tall guys love em cos they love us back. And most times...we give the energy we get. 😍 URL,-4.24,"Original Text: Tall guys love em cos they love us back. And most times...we give the energy we get. 😍 URL
Prompt 1 response: **""Tall guys love us (we love them back), and often, we mirror the energy they show us.""** *(Emoji: heart-eyes)*
Prompt 2 response: **Target:** Heterosexual cisgender women (implied via gendered pronouns *""us""* and *""they""*) and heterosexual cisgender men (implied via *""Tall guys""* and *""they love us back""*).

**Assumptions:** Heteronormative framing; no explicit exclusion of other demographics, but context suggests a focus on this dynamic.
Prompt 3 response: No explicit slurs, profanity, or profoundly insulting language directed at any target.
Prompt 4 response: **No direct comparison to non-human entities or biological/moral inferiority implied.**

The text uses **romantic/affectionate language** (""love em,"" ""give the energy we get,"" emoji) but does not dehumanize or degrade the target. The phrasing is **subjective and relational**, focusing on mutual affection rather than biological/moral judgments.
Prompt 5 response: No, the text does not express a desire for violence, discrimination, exclusion, or harm. It conveys a general observation about mutual affection and reciprocity in relationships.",0.08536399651150164,0.0853639965115016
4328,"NTA. You should tell your Dad why you're really angry with him. He straight up abandoned you for another family and tried to make it sound like he was doing something virtuous. Bully kid propaby did need a father figure, but so did you. You have every right to be angry. But, if letting your Dad continue to believe you're a homophobe makes it easier for you to deal with him then dont say anything.",-3.42,"Original Text: NTA. You should tell your Dad why you're really angry with him. He straight up abandoned you for another family and tried to make it sound like he was doing something virtuous. Bully kid propaby did need a father figure, but so did you. You have every right to be angry. But, if letting your Dad continue to believe you're a homophobe makes it easier for you to deal with him then dont say anything.
Prompt 1 response: The text argues that the speaker feels deeply betrayed by their father for leaving them to be with another family, framing it as abandonment rather than a virtuous act. They acknowledge their right to anger but suggest a pragmatic approach: if maintaining the illusion that they are homophobic helps them cope with their father, they should not correct him.
Prompt 2 response: **Target:** **LGBTQ+ individuals (specifically gay/queer men) who have experienced abandonment or rejection by a parent due to their sexual orientation.**
Prompt 3 response: No explicit slurs or profanity. The text contains the following potentially insulting language directed at the target:

- **""abandoned""**
- **""virtuous""** (implied as hypocritical)
- **""homophobe""** (insulting implication)
Prompt 4 response: No direct comparison to non-human entities or biological/moral inferiority implied. However, the text **indirectly** frames the father as **emotionally absent/selfish** (""abandoned,"" ""virtuous"" as a facade) and **manipulative** (""tried to make it sound like""), which could be read as morally inferior in relational terms. The ""bully kid"" analogy (implied as needing a father) subtly positions the father as **lesser** in paternal responsibility.
Prompt 5 response: No, the text does not express a desire for the target to experience violence, discrimination, exclusion, or harm. It conveys anger, frustration, and a call for accountability, but not a wish for harm.",0.4372897150737937,0.43728971507379333
4457,"happy pride, one year, I volunteered for our city's pride parade and I remember thinking that it was the first time in my life that I was the sexual minority (I'm a heterosexual), as everyone around me was LGBT. This was just for a weekend and I'm an adult so I can imagine a child or a teen who lives that every day could find that very challenging.",-2.89,"Original Text: happy pride, one year, I volunteered for our city's pride parade and I remember thinking that it was the first time in my life that I was the sexual minority (I'm a heterosexual), as everyone around me was LGBT. This was just for a weekend and I'm an adult so I can imagine a child or a teen who lives that every day could find that very challenging.
Prompt 1 response: **Summary:**
The author reflects on volunteering at a Pride parade, noting that, as a heterosexual, they felt like the only non-LGBTQ+ person in a predominantly queer environment. They acknowledge the potential emotional difficulty for a child or teen who experiences this daily exclusion or isolation.
Prompt 2 response: **Target:** **LGBTQ+ individuals (particularly minors/teens)**—implicitly referenced as the primary demographic experiencing daily challenges, contrasted with heterosexual adults.
Prompt 3 response: No.
Prompt 4 response: No direct comparison to non-human entities or biological/moral inferiority is present. The text **indirectly** implies **social/environmental inferiority** by framing heterosexuality as the ""default"" or ""normal"" identity (implied by ""first time being the minority"") and highlighting the potential **psychological challenge** of being in a minority group daily. The phrasing suggests **temporary discomfort** rather than inherent inferiority.
Prompt 5 response: No. The text expresses empathy and concern for LGBT individuals who may experience exclusion or challenges due to their identity, not a desire for harm or violence.",0.2907024069102023,0.29070240691020227
44720,The only due process is deportation. Seriously people? There should never be any RIGHTS guaranteed to any ILLEGAL other than a bus ride back to the country they snuck over the boarder from.,-0.09,"Original Text: The only due process is deportation. Seriously people? There should never be any RIGHTS guaranteed to any ILLEGAL other than a bus ride back to the country they snuck over the boarder from.
Prompt 1 response: The text argues that illegal immigrants should not be granted any rights beyond the procedural right to be deported, emphasizing that due process should not apply to them. It frames deportation as the sole ""due process"" owed to them, implying no legal protections or guarantees should extend beyond their removal from the country.
Prompt 2 response: **Target:** Undocumented immigrants (implied by ""illegal other"" and ""snuck over the border""). **Demographic characteristics:** Race/ethnicity (implicitly Latinx/Central/South American, based on border context) and immigration status. **Explicit exclusion:** No explicit targeting by religion, gender, sexual orientation, or disability.
Prompt 3 response: Yes.

- **""ILLEGAL""** (used as an insulting epithet)
- **""snuck""** (implied derogatory framing of border crossing as criminal)
Prompt 4 response: **Yes.** The text dehumanizes by:
- **Comparing to pests/dirt**: ""snuck over the border"" (suggests stealthy, vermin-like infiltration).
- **Biological/moral inferiority**: ""ILLEGAL"" (treats them as a category of subhuman ""other,"" akin to disease or filth).
- **No due process**: Framing deportation as the *only* ""due process"" implies they lack fundamental human rights, akin to non-sentient entities.
Prompt 5 response: No, the text does **not** explicitly express a desire for the target to experience violence, discrimination, exclusion, or harm. Instead, it advocates for strict enforcement of immigration policies, framing deportation as the sole ""due process"" for undocumented individuals while denying them broader legal protections. The language is exclusionary in tone but does not explicitly call for physical or systemic harm.",0.4367979776149003,0.43679797761490013
17004,"Yeah, not like those liberated hollywood types who just rape women and children. Definitely morally superior.",0.02,"Original Text: Yeah, not like those liberated hollywood types who just rape women and children. Definitely morally superior.
Prompt 1 response: The speaker dismisses Hollywood figures associated with sexual misconduct (e.g., rape allegations) as morally inferior, positioning themselves as morally superior by contrast. The phrasing implies a self-righteous stance, contrasting their perceived virtue with the alleged actions of others.
Prompt 2 response: **Target:** Women and children (implied as victims of rape); **implied exclusionary group:** ""liberated Hollywood types"" (likely coded for progressive/left-leaning individuals, particularly women in entertainment).
Prompt 3 response: Yes.

- **""rape""** (implied action)
- **""liberated hollywood types""** (implied stereotype of Hollywood elites as morally corrupt)
Prompt 4 response: **Yes.** The text dehumanizes the target by comparing them to **animals (implied by ""liberated hollywood types"")** and **dirt/pests (via ""rape"" as a degrading act)**, while explicitly asserting **moral inferiority** (""not like... Definitely morally superior""). The phrasing frames the target as inherently corrupt or violent, akin to subhuman entities.
Prompt 5 response: No, the text does not explicitly express a desire for violence, discrimination, exclusion, or harm toward any target. Instead, it makes a broad, hyperbolic critique of Hollywood figures, using exaggerated and offensive language to imply moral inferiority. The phrasing is inflammatory and dehumanizing but does not directly call for harm.",0.7009589540147269,0.7009589540147263
43497,"White nationalists will be always be that, deplorables in every sense, and the people that say they are not, are either liars or idiots, enjoy while it last, it won't be long anyway. I am tired of them and idiots scare me more than al-queda at this point, so guess who I want gone by now. , I want the hypocrite liars and real evil people dead or in healing forever, but the rest of idiots? Want to be merciful with them, just gone and ever come back..",-1.55,"Original Text: White nationalists will be always be that, deplorables in every sense, and the people that say they are not, are either liars or idiots, enjoy while it last, it won't be long anyway. I am tired of them and idiots scare me more than al-queda at this point, so guess who I want gone by now. , I want the hypocrite liars and real evil people dead or in healing forever, but the rest of idiots? Want to be merciful with them, just gone and ever come back..
Prompt 1 response: The speaker dismisses white nationalists as inherently despicable, labeling those who deny it either liars or fools. They express exhaustion with them, fearing idiocy more than terrorism, and demand their removal. They advocate for the elimination or permanent isolation of hypocritical liars and genuinely evil individuals, while advocating for mercy toward the rest—merely wishing them to disappear permanently without return.
Prompt 2 response: **Target:** White nationalists (implicitly, via racial/ethnic identity as ""White"").
Prompt 3 response: Yes.

**Explicit slurs/profanity/insulting language:**
- ""deplorables""
- ""liars""
- ""idiots""
- ""al-queda"" (misused as a slur)
- ""hypocrite liars""
- ""real evil people""
- ""merciless"" (implied violence, though not explicit)
- ""gone"" (implied violent removal)
- ""ever come back"" (implied violent or irreversible removal)
Prompt 4 response: **Yes.** The text dehumanizes white nationalists by:
1. **Comparing them to pests/diseases**: ""deplorables,"" ""idiots,"" ""evil people"" (implying moral/biological corruption).
2. **Biological/moral inferiority**: ""tired of them,"" ""scare me more than al-Qaeda"" (reducing them to threats akin to terror groups), and framing them as a burden (""just gone and ever come back"").
3. **Violent/permanent erasure**: ""dead or in healing forever"" (suggests extermination or permanent containment).
Prompt 5 response: No, the text does **not** explicitly express a desire for the target to experience violence, discrimination, exclusion, or harm. Instead, it conveys frustration, disgust, and a wish for their **removal, erasure, or permanent absence** from society, framed in hyperbolic and emotionally charged language. The phrasing leans toward **metaphorical or symbolic elimination** (e.g., ""gone,"" ""never come back"") rather than literal harm.",0.7282191322234505,0.7282191322234502
